participant,item,type,condition,word_order,sol,time_bin_start_ms,time_bin_end_ms,agent_prop,patient_prop,n_samples
ZAL_b1,9,act,none,APV,2153.000000,1000,1050,0.000000,1.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1050,1100,0.000000,1.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1100,1150,0.000000,1.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1150,1200,0.000000,1.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1200,1250,0.000000,1.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1250,1300,0.640000,0.360000,50
ZAL_b1,9,act,none,APV,2153.000000,1300,1350,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1350,1400,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1400,1450,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1450,1500,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1500,1550,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1550,1600,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1600,1650,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1650,1700,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1700,1750,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1750,1800,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1800,1850,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1850,1900,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1900,1950,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,1950,2000,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,2000,2050,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,2050,2100,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,2100,2150,0.160000,0.840000,50
ZAL_b1,9,act,none,APV,2153.000000,2150,2200,0.000000,1.000000,4
ZAL_b3,1,act,none,APV,1420.000000,0,50,0.000000,1.000000,50
ZAL_b3,1,act,none,APV,1420.000000,50,100,0.000000,1.000000,50
ZAL_b3,1,act,none,APV,1420.000000,100,150,0.000000,1.000000,50
ZAL_b3,1,act,none,APV,1420.000000,150,200,0.000000,1.000000,50
ZAL_b3,1,act,none,APV,1420.000000,200,250,0.000000,1.000000,50
ZAL_b3,1,act,none,APV,1420.000000,250,300,0.000000,1.000000,50
ZAL_b3,1,act,none,APV,1420.000000,300,350,0.000000,1.000000,50
ZAL_b3,1,act,none,APV,1420.000000,350,400,0.000000,1.000000,50
ZAL_b3,1,act,none,APV,1420.000000,400,450,0.000000,1.000000,50
ZAL_b3,1,act,none,APV,1420.000000,450,500,0.500000,0.500000,50
ZAL_b3,1,act,none,APV,1420.000000,500,550,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,550,600,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,600,650,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,650,700,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,700,750,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,750,800,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,800,850,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,850,900,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,900,950,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,950,1000,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,1000,1050,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,1050,1100,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,1100,1150,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,1150,1200,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,1200,1250,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,1250,1300,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,1300,1350,1.000000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,1350,1400,0.320000,0.000000,50
ZAL_b3,1,act,none,APV,1420.000000,1400,1450,0.000000,0.000000,21
ZAL_b3,11,act,A,PV,1322.000000,0,50,1.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,50,100,1.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,100,150,1.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,150,200,1.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,200,250,1.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,250,300,1.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,300,350,0.420000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,350,400,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,400,450,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,450,500,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,500,550,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,550,600,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,600,650,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,650,700,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,700,750,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,750,800,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,800,850,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,850,900,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,900,950,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,950,1000,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,1000,1050,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,1050,1100,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,1100,1150,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,1150,1200,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,1200,1250,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,1250,1300,0.000000,0.000000,50
ZAL_b3,11,act,A,PV,1322.000000,1300,1350,0.000000,0.000000,23
ZAL_b3,13,act,none,APV,2190.000000,0,50,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,50,100,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,100,150,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,150,200,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,200,250,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,250,300,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,300,350,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,350,400,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,400,450,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,450,500,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,500,550,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,550,600,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,600,650,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,650,700,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,700,750,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,750,800,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,800,850,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,850,900,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,900,950,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,950,1000,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1000,1050,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1050,1100,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1100,1150,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1150,1200,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1200,1250,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1250,1300,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1300,1350,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1350,1400,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1400,1450,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1450,1500,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1500,1550,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1550,1600,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1600,1650,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1650,1700,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1700,1750,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1750,1800,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1800,1850,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1850,1900,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1900,1950,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,1950,2000,0.740000,0.260000,50
ZAL_b3,13,act,none,APV,2190.000000,2000,2050,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,2050,2100,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,2100,2150,1.000000,0.000000,50
ZAL_b3,13,act,none,APV,2190.000000,2150,2200,1.000000,0.000000,41
ZAL_b3,14,act,A,APV,2707.000000,0,50,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,50,100,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,100,150,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,150,200,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,200,250,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,250,300,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,300,350,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,350,400,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,400,450,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,450,500,0.880000,0.120000,50
ZAL_b3,14,act,A,APV,2707.000000,500,550,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,550,600,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,600,650,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,650,700,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,700,750,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,750,800,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,800,850,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,850,900,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,900,950,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,950,1000,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1000,1050,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1050,1100,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1100,1150,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1150,1200,0.440000,0.560000,50
ZAL_b3,14,act,A,APV,2707.000000,1200,1250,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1250,1300,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1300,1350,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1350,1400,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1400,1450,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1450,1500,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1500,1550,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1550,1600,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1600,1650,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1650,1700,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1700,1750,0.000000,1.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1750,1800,0.320000,0.680000,50
ZAL_b3,14,act,A,APV,2707.000000,1800,1850,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1850,1900,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1900,1950,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,1950,2000,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2000,2050,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2050,2100,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2100,2150,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2150,2200,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2200,2250,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2250,2300,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2300,2350,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2350,2400,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2400,2450,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2450,2500,0.600000,0.400000,50
ZAL_b3,14,act,A,APV,2707.000000,2500,2550,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2550,2600,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2600,2650,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2650,2700,1.000000,0.000000,50
ZAL_b3,14,act,A,APV,2707.000000,2700,2750,1.000000,0.000000,8
ZAL_b3,15,act,P,APV,2961.000000,0,50,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,50,100,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,100,150,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,150,200,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,200,250,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,250,300,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,300,350,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,350,400,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,400,450,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,450,500,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,500,550,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,550,600,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,600,650,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,650,700,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,700,750,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,750,800,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,800,850,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,850,900,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,900,950,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,950,1000,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1000,1050,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1050,1100,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1100,1150,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1150,1200,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1200,1250,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1250,1300,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1300,1350,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1350,1400,0.840000,0.160000,50
ZAL_b3,15,act,P,APV,2961.000000,1400,1450,0.000000,1.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1450,1500,0.000000,1.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1500,1550,0.000000,1.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1550,1600,0.000000,1.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1600,1650,0.000000,1.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1650,1700,0.000000,1.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1700,1750,0.000000,1.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1750,1800,0.000000,1.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1800,1850,0.000000,1.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1850,1900,0.000000,1.000000,50
ZAL_b3,15,act,P,APV,2961.000000,1900,1950,0.740000,0.260000,50
ZAL_b3,15,act,P,APV,2961.000000,1950,2000,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2000,2050,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2050,2100,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2100,2150,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2150,2200,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2200,2250,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2250,2300,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2300,2350,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2350,2400,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2400,2450,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2450,2500,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2500,2550,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2550,2600,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2600,2650,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2650,2700,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2700,2750,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2750,2800,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2800,2850,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2850,2900,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2900,2950,1.000000,0.000000,50
ZAL_b3,15,act,P,APV,2961.000000,2950,3000,1.000000,0.000000,12
ZAL_b3,16,act,none,APV,2038.000000,0,50,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,50,100,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,100,150,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,150,200,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,200,250,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,250,300,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,300,350,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,350,400,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,400,450,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,450,500,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,500,550,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,550,600,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,600,650,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,650,700,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,700,750,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,750,800,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,800,850,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,850,900,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,900,950,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,950,1000,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1000,1050,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1050,1100,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1100,1150,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1150,1200,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1200,1250,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1250,1300,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1300,1350,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1350,1400,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1400,1450,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1450,1500,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1500,1550,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1550,1600,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1600,1650,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1650,1700,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1700,1750,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1750,1800,1.000000,0.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1800,1850,0.600000,0.400000,50
ZAL_b3,16,act,none,APV,2038.000000,1850,1900,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1900,1950,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,1950,2000,0.000000,1.000000,50
ZAL_b3,16,act,none,APV,2038.000000,2000,2050,0.000000,1.000000,39
ZAL_b3,17,act,A,APV,2020.000000,0,50,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,50,100,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,100,150,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,150,200,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,200,250,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,250,300,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,300,350,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,350,400,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,400,450,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,450,500,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,500,550,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,550,600,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,600,650,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,650,700,0.940000,0.060000,50
ZAL_b3,17,act,A,APV,2020.000000,700,750,0.000000,1.000000,50
ZAL_b3,17,act,A,APV,2020.000000,750,800,0.000000,1.000000,50
ZAL_b3,17,act,A,APV,2020.000000,800,850,0.000000,1.000000,50
ZAL_b3,17,act,A,APV,2020.000000,850,900,0.000000,1.000000,50
ZAL_b3,17,act,A,APV,2020.000000,900,950,0.000000,1.000000,50
ZAL_b3,17,act,A,APV,2020.000000,950,1000,0.000000,1.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1000,1050,0.000000,1.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1050,1100,0.000000,1.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1100,1150,0.060000,0.940000,50
ZAL_b3,17,act,A,APV,2020.000000,1150,1200,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1200,1250,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1250,1300,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1300,1350,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1350,1400,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1400,1450,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1450,1500,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1500,1550,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1550,1600,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1600,1650,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1650,1700,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1700,1750,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1750,1800,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1800,1850,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1850,1900,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1900,1950,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,1950,2000,1.000000,0.000000,50
ZAL_b3,17,act,A,APV,2020.000000,2000,2050,1.000000,0.000000,21
ZAL_b3,18,pass,P,APV,2427.000000,0,50,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,50,100,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,100,150,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,150,200,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,200,250,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,250,300,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,300,350,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,350,400,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,400,450,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,450,500,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,500,550,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,550,600,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,600,650,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,650,700,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,700,750,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,750,800,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,800,850,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,850,900,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,900,950,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,950,1000,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,1000,1050,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,1050,1100,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,1100,1150,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,1150,1200,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,1200,1250,0.000000,1.000000,50
ZAL_b3,18,pass,P,APV,2427.000000,1250,1300,0.000000,0.280000,50
